Date       Price
2019-12-31 7.1799576886221
2020-01-31 9.3888807518859
2020-02-29 8.6395914172977
2020-03-31 6.4464213468415
2020-04-30 8.7676726233679
2020-05-31 9.4276700841394
2020-06-30 9.1484448585576
2020-07-31 11.3733172566418
2020-08-31 11.6783732554192
2020-09-30 10.7415795494951
2020-10-31 13.8912168331626
2020-11-30 19.3823605858664
2020-12-31 29.1115215671239
